Source URL,Destination URL,Anchor,Section heading,Link type,Destination status (old site),Destination survives,Final disposition,Replacement URL,Reason
https://insertshub.com/product/box-divider-inserts/,https://insertshub.com/product-category/product/,Product insert options,Why Divider Size Matters,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/box-divider-inserts/,https://insertshub.com/,Inserts Hub,Final Review Before Ordering Dividers,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candle-boxes-with-inserts/,https://insertshub.com/product/mailer-box-inserts/,Mailer Box Inserts,Custom Candle Boxes With Inserts At Wholesale Prices,contextual,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candle-boxes-with-inserts/,https://insertshub.com/product-category/product/,wholesale packaging inserts,How inserts reduce movement inside candle boxes,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candle-boxes-with-inserts/,https://insertshub.com/,Inserts Hub,How Inserts Hub supports custom candle boxes,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mailer-box-inserts/,https://insertshub.com/product/pizza-box-inserts/,Pizza Box Inserts,Mailer Box Inserts For Secure Product Delivery,contextual,200,yes,preserved,https://insertshub.com/product/pizza-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mailer-box-inserts/,https://insertshub.com/product-category/product/,Product safety inserts,Cleaner Layouts Inside Mailer Boxes,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mailer-box-inserts/,https://insertshub.com/,Inserts Hub,Final Review Before Ordering Inserts,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candy-box-inserts/,https://insertshub.com/product/chocolate-box-inserts/,Chocolate Box Inserts,Candy Box Inserts For Neat Sweet Packaging,contextual,200,yes,preserved,https://insertshub.com/product/chocolate-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candy-box-inserts/,https://insertshub.com/product-category/product/,Product safety inserts,Candy Gift Box Inserts For Retail Displays,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/candy-box-inserts/,https://insertshub.com/,Inserts Hub,Bulk Order Planning For Candy Packaging,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mini-cupcake-inserts/,https://insertshub.com/product/cupcake-boxes-with-inserts/,Cupcake Boxes With Inserts,Mini Cupcake Inserts For Neat Dessert Packing,contextual,200,yes,preserved,https://insertshub.com/product/cupcake-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mini-cupcake-inserts/,https://insertshub.com/product-category/product/,Product safety inserts,Packaging Support For Mini Dessert Sets,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/mini-cupcake-inserts/,https://insertshub.com/,Inserts Hub,Mini Cupcake Insert Trays For Gift Boxes,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-cardboard-inserts/,https://insertshub.com/product/candle-boxes-with-inserts/,Candle Boxes With Inserts,Custom Cardboard Inserts For Safer Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/candle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-cardboard-inserts/,https://insertshub.com/product-category/product/,Wholesale Product Solutions,Custom Design Choices For Better Presentation,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-cardboard-inserts/,https://insertshub.com/,Inserts Hub,Printing And Coating For Brand Details,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-divider-inserts/,https://insertshub.com/product/mini-cupcake-inserts/,Mini Cupcake Inserts,Cardboard Divider Inserts For Safe Product Separation,contextual,200,yes,preserved,https://insertshub.com/product/mini-cupcake-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-divider-inserts/,https://insertshub.com/product-category/product/,Wholesale Product Solutions,Cardboard Box Dividers For Storage And Shipping,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-divider-inserts/,https://insertshub.com/,Inserts Hub,Custom Box Divider Inserts With Inserts Hub Support,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/pizza-box-inserts/,https://insertshub.com/product/cupcake-boxes-with-inserts/,Cupcake Boxes With Inserts,Pizza Box Inserts For Clean Food Packaging,contextual,200,yes,preserved,https://insertshub.com/product/cupcake-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/pizza-box-inserts/,https://insertshub.com/product-category/product/,Custom Product Packaging,Custom Options For Pizza Packaging Inserts,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/pizza-box-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/chocolate-box-inserts/,https://insertshub.com/product/cookie-boxes-with-inserts/,Cookie Boxes With Inserts,Chocolate Box Inserts For Neat Sweet Packaging,contextual,200,yes,preserved,https://insertshub.com/product/cookie-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/chocolate-box-inserts/,https://insertshub.com/product-category/product/,Custom Product Packaging,Custom Layouts For Gift And Retail Boxes,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/chocolate-box-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/foam-inserts-for-gift-boxes/,https://insertshub.com/product/mailer-box-inserts/,Mailer Box Inserts,Foam Inserts For Gift Boxes With Secure Placement,contextual,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/foam-inserts-for-gift-boxes/,https://insertshub.com/product-category/product/,Product packaging inserts,Custom Layouts For Gift Box Packaging,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/foam-inserts-for-gift-boxes/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cookie-boxes-with-inserts/,https://insertshub.com/product/truffle-boxes-with-inserts/,Truffle Boxes With Inserts,Cookie Boxes With Inserts For Neat Bakery Packing,contextual,200,yes,preserved,https://insertshub.com/product/truffle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cookie-boxes-with-inserts/,https://insertshub.com/product-category/product/,Product packaging inserts,Custom Layouts For Cookie Gift Boxes,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cookie-boxes-with-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/truffle-boxes-with-inserts/,https://insertshub.com/product/mini-cupcake-inserts/,Mini Cupcake Inserts,Custom Truffle Boxes With Inserts For Clean Sweet Packing,contextual,200,yes,preserved,https://insertshub.com/product/mini-cupcake-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/truffle-boxes-with-inserts/,https://insertshub.com/product-category/product/,Wholesale product packaging,Custom Layouts For Truffle Packaging,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/truffle-boxes-with-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-paperboard-inserts/,https://insertshub.com/product/custom-cardboard-inserts/,Custom Cardboard Inserts,Custom Paperboard Inserts For Neat Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/custom-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-paperboard-inserts/,https://insertshub.com/product-category/product/,Product packing,Custom Layouts For Different Product Types,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-paperboard-inserts/,https://insertshub.com/product-category/product/,solutions,Custom Layouts For Different Product Types,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-paperboard-inserts/,https://insertshub.com/,Inserts Hub,Printing And Coating Choices,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-corrugated-cardboard-inserts/,https://insertshub.com/product/custom-cardboard-inserts/,Custom Cardboard Inserts,Wholesale corrugated inserts For Safer Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/custom-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-corrugated-cardboard-inserts/,https://insertshub.com/product-category/product/,Product safety inserts,Custom Insert Packaging For Product Sets,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-corrugated-cardboard-inserts/,https://insertshub.com/,Inserts Hub,Wholesale Corrugated Inserts For Bulk Needs,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-kraft-paper-inserts/,https://insertshub.com/product/cardboard-box-inserts/,Cardboard Box Inserts,Custom Kraft Paper Inserts for Natural Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/cardboard-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-kraft-paper-inserts/,https://insertshub.com/product-category/product/,Product safety inserts,Custom Layouts For Product Sets,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-kraft-paper-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/product/custom-boxes-with-foam-inserts/,Custom Boxes With Foam Inserts,Product Packaging Inserts For Secure Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/custom-boxes-with-foam-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/product-category/product/,Product packing solutions,Custom Insert Packaging For Product Sets,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/product/mailer-box-inserts/,Mailer Box Inserts,Die Cut Inserts For Secure Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/product-category/product/,Product packing solutions,Custom Box Inserts For Product Sets,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/,Inserts Hub,Buyer Checklist Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/product/carton-inserts/,Carton Inserts,Cardboard Inserts For Bags With Better Support,contextual,200,yes,preserved,https://insertshub.com/product/carton-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/product-category/product/,Product packing solutions,Custom Layouts For Product Bags,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/,Inserts Hub,Printing And Coating Choices,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/product/candle-boxes-with-inserts/,Candle Boxes With Inserts,Custom Plastic Inserts For Clear Product Support,contextual,200,yes,preserved,https://insertshub.com/product/candle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/product-category/product/,Custom product inserts,Custom Layouts For Product Packaging,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/,Inserts Hub,Printing And Finish Options,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/product/cardboard-divider-inserts/,Cardboard Divider Inserts,Carton Inserts For Secure Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/cardboard-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/product-category/product/,Custom product inserts,Carton Divider Inserts For Organized Packing,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/,Inserts Hub,Why Carton Insert Size Matters,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/product/custom-foam-inserts/,Custom Foam Inserts,Custom Boxes With Foam Inserts For Secure Packaging,contextual,200,yes,preserved,https://insertshub.com/product/custom-foam-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/product-category/product/,Product protection inserts,Custom Foam Insert Boxes For Better Fit,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/,Inserts Hub,Printed Boxes With Foam Inserts For Branding,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/box-divider-inserts/,Box Divider Inserts,Custom Molded Pulp Inserts Made Around the Product,contextual,200,yes,preserved,https://insertshub.com/product/box-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/custom-foam-inserts/,Custom Foam Inserts,Molded Pulp Packaging Inserts for Different Products,contextual,200,yes,preserved,https://insertshub.com/product/custom-foam-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/product-packaging-inserts/,Product Packaging Inserts,Custom Molded Pulp Packaging Design Process,contextual,200,yes,preserved,https://insertshub.com/product/product-packaging-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/mailer-box-inserts/,Mailer Box Inserts,Wholesale Molded Pulp Inserts and Final Approval,contextual,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/product/mini-cupcake-inserts/,Mini Cupcake Inserts,Corrugated Inserts For Safer Product Packing,contextual,200,yes,preserved,https://insertshub.com/product/mini-cupcake-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/product-category/product/,Wholesale Product Solutions,Wholesale Corrugated Inserts For Bulk Orders,contextual,200,yes,preserved,https://insertshub.com/product-category/product/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/,Inserts Hub,Details Buyers Should Confirm Before Ordering,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/product/custom-kraft-paper-inserts/,Kraft Cardboard Inserts,Die Cut Cardboard Inserts for better product placement,contextual,200,yes,preserved,https://insertshub.com/product/custom-kraft-paper-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,Cardboard Inserts,Why shaped inserts support better packaging,contextual,200,yes,preserved,https://insertshub.com/product-category/cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/,Inserts Hub,Why businesses choose custom box inserts,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/product/White-cardboard-inserts/,White Cardboard Inserts,Kraft Cardboard Inserts for natural product packaging,contextual,404,no,removed,,Destination does not exist (404 on the old site).
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,Cardboard Packaging Inserts,How Kraft inserts work inside boxes,contextual,200,yes,preserved,https://insertshub.com/product-category/cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/,Inserts Hub,When to choose kraft or white inserts,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/product/printed-cardboard-inserts/,Printed Cardboard Inserts,White Cardboard Inserts for clean inside packaging,contextual,200,redirected,updated,https://insertshub.com/product/custom-cardboard-inserts/,Destination retired; link repointed to the closest equivalent page (one 301 also configured).
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,Cardboard Packaging Inserts,How white inserts support product display,contextual,200,yes,preserved,https://insertshub.com/product-category/cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/,Custom Inserts Hub,White inserts for retail and e-commerce boxes,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/product/cardboard-box-divider-inserts/,cardboard box divider inserts,Rigid Box Cardboard Inserts for premium product placement,contextual,200,yes,preserved,https://insertshub.com/product/cardboard-box-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,Cardboard Inserts,Where wholesale inserts work best,contextual,200,yes,preserved,https://insertshub.com/product-category/cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/,Inserts Hub,Why brands use rigid box inserts,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/product/die-cut-cardboard-inserts/,Die Cut Cardboard Inserts,Cardboard Box Divider Inserts for organized packaging,contextual,200,yes,preserved,https://insertshub.com/product/die-cut-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/product-category/cardboard-inserts/,Cardboard Inserts,How box dividers work inside packaging,contextual,200,yes,preserved,https://insertshub.com/product-category/cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/,Inserts Hub,When to use divider inserts,contextual,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/terms-conditions/,https://insertshub.com/,www.insertshub.com,Terms & Conditions,page-body,200,yes,preserved,https://insertshub.com/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/products/,Explore Our Collection,Secure Your Products with Precision,page-body,200,yes,preserved,https://insertshub.com/products/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,javascript:;,Explore Our Range of Custom Inserts and Packaging Solutions,Fast Shipping 8-10 Business Days,page-body,200,no,external,javascript:;,"External destination, left as-is unless spam."
https://insertshub.com/,https://insertshub.com/product/custom-foam-inserts/,,Fast Shipping 8-10 Business Days,page-body,200,yes,preserved,https://insertshub.com/product/custom-foam-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-foam-inserts/,Custom Foam Inserts,Fast Shipping 8-10 Business Days,page-body,200,yes,preserved,https://insertshub.com/product/custom-foam-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-corrugated-cardboard-inserts/,,Custom Foam Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-corrugated-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-corrugated-cardboard-inserts/,Custom Corrugated Cardboard Inserts,Custom Foam Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-corrugated-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-paperboard-inserts/,,Custom Corrugated Cardboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-paperboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-paperboard-inserts/,Custom Paperboard Inserts,Custom Corrugated Cardboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-paperboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/truffle-boxes-with-inserts/,,Custom Paperboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/truffle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/truffle-boxes-with-inserts/,Truffle Boxes With Inserts,Custom Paperboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/truffle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cookie-boxes-with-inserts/,,Truffle Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cookie-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cookie-boxes-with-inserts/,Cookie Boxes With Inserts,Truffle Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cookie-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/foam-inserts-for-gift-boxes/,,Cookie Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/foam-inserts-for-gift-boxes/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/foam-inserts-for-gift-boxes/,Foam Inserts For Gift Boxes,Cookie Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/foam-inserts-for-gift-boxes/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/chocolate-box-inserts/,,Foam Inserts For Gift Boxes,page-body,200,yes,preserved,https://insertshub.com/product/chocolate-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/chocolate-box-inserts/,Chocolate Box Inserts,Foam Inserts For Gift Boxes,page-body,200,yes,preserved,https://insertshub.com/product/chocolate-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/pizza-box-inserts/,,Chocolate Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/pizza-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/pizza-box-inserts/,Pizza Box Inserts,Chocolate Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/pizza-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cardboard-divider-inserts/,,Pizza Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cardboard-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cardboard-divider-inserts/,Cardboard Divider Inserts,Pizza Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cardboard-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-cardboard-inserts/,,Cardboard Divider Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-cardboard-inserts/,Custom Cardboard Inserts,Cardboard Divider Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-cardboard-inserts/,Destination page exists in the Astro build at the same URL.
