Source URL,Old destination,Final disposition,Replacement URL,Link type,Reason
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/product/custom-boxes-with-foam-inserts/,preserved,https://insertshub.com/product/custom-boxes-with-foam-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/product-packaging-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/product/mailer-box-inserts/,preserved,https://insertshub.com/product/mailer-box-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/product/carton-inserts/,preserved,https://insertshub.com/product/carton-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-inserts-for-bags/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/product/candle-boxes-with-inserts/,preserved,https://insertshub.com/product/candle-boxes-with-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-plastic-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/product/cardboard-divider-inserts/,preserved,https://insertshub.com/product/cardboard-divider-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/carton-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/product/custom-foam-inserts/,preserved,https://insertshub.com/product/custom-foam-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/custom-boxes-with-foam-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/box-divider-inserts/,preserved,https://insertshub.com/product/box-divider-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/custom-foam-inserts/,preserved,https://insertshub.com/product/custom-foam-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/product-packaging-inserts/,preserved,https://insertshub.com/product/product-packaging-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/molded-pulp-inserts/,https://insertshub.com/product/mailer-box-inserts/,preserved,https://insertshub.com/product/mailer-box-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/product/mini-cupcake-inserts/,preserved,https://insertshub.com/product/mini-cupcake-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/product-category/product/,preserved,https://insertshub.com/product-category/product/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/corrugated-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/product/custom-kraft-paper-inserts/,preserved,https://insertshub.com/product/custom-kraft-paper-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,preserved,https://insertshub.com/product-category/cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/die-cut-cardboard-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/product/White-cardboard-inserts/,updated,https://insertshub.com/product/white-cardboard-inserts/,contextual,Slug casing corrected to the canonical lowercase URL.
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,preserved,https://insertshub.com/product-category/cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/kraft-cardboard-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/product/printed-cardboard-inserts/,updated,https://insertshub.com/product/custom-cardboard-inserts/,contextual,Destination was an unpublished draft that 404s on the old site; repointed to the closest live product.
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,preserved,https://insertshub.com/product-category/cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/white-cardboard-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/product/cardboard-box-divider-inserts/,preserved,https://insertshub.com/product/cardboard-box-divider-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/product-category/cardboard-inserts/,preserved,https://insertshub.com/product-category/cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/rigid-box-cardboard-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/product/die-cut-cardboard-inserts/,preserved,https://insertshub.com/product/die-cut-cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/product-category/cardboard-inserts/,preserved,https://insertshub.com/product-category/cardboard-inserts/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/product/cardboard-box-divider-inserts/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
https://insertshub.com/terms-conditions/,https://insertshub.com/,preserved,https://insertshub.com/,contextual,Legitimate contextual link preserved unchanged.
